City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Mafinga,TZ,-7.25,35.0667,75.9,41,24,5.75,few clouds
469,Gazanjyk,TM,39.2446,55.5154,71.83,35,94,3.11,overcast clouds
470,Hobyo,SO,5.3505,48.5268,81.27,71,9,10.11,light rain
471,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,56.91,95,14,6.73,few clouds
472,Clarence Town,AU,-32.5833,151.7833,68.99,90,73,4.65,broken clouds
473,Goiatuba,BR,-18.0125,-49.3547,71.02,41,7,5.3,clear sky
474,Vale Da Amoreira,PT,39.0697,-7.6985,62.71,72,89,4.03,overcast clouds
475,Machinga,MW,-15.1685,35.3,77.45,43,4,5.99,clear sky
476,Yarada,IN,17.65,83.2667,84.52,79,75,5.75,mist
477,Macau,MO,22.2006,113.5461,84.0,54,20,25.32,few clouds
478,Bengkulu,ID,-3.8004,102.2655,81.86,73,97,7.05,light rain
479,Namikupa,TZ,-10.8333,39.6,78.55,54,83,4.41,broken clouds
480,Gwadar,PK,25.1216,62.3254,83.98,47,1,5.75,clear sky
481,Bohicon,BJ,7.1783,2.0667,72.68,92,93,2.46,overcast clouds
482,Manta,EC,-0.95,-80.7333,71.38,83,100,8.05,overcast clouds
483,Narovchat,RU,53.8765,43.6946,42.13,70,20,10.4,few clouds
484,Alanya,TR,36.5438,31.9998,64.53,56,100,5.26,overcast clouds
485,Mikhaylov,RU,54.2292,39.0186,41.45,70,100,14.03,overcast clouds
486,Mana,GF,5.6592,-53.7767,77.47,87,90,6.26,overcast clouds
487,Sao Bento Do Sul,BR,-26.2503,-49.3786,55.13,99,15,0.76,few clouds
488,Otjiwarongo,NA,-20.4637,16.6477,65.28,59,59,3.91,broken clouds
489,Salinas,US,36.6777,-121.6555,57.07,76,0,4.61,clear sky
490,Baraboo,US,43.4711,-89.7443,40.98,78,100,14.97,overcast clouds
491,Saint-Francois,FR,46.4154,3.9054,63.84,68,0,8.05,clear sky
492,Zheshart,RU,62.0731,49.5733,41.9,88,69,8.03,light rain
493,Menzelinsk,RU,55.7271,53.1026,42.24,80,96,9.82,overcast clouds
494,Dingolfing,DE,48.6333,12.5,54.48,92,54,4.59,broken clouds
495,Douentza,ML,14.9951,-2.9517,82.11,42,18,2.8,few clouds
496,Villa Maria,AR,-32.4075,-63.2402,49.82,88,0,7.76,clear sky
497,Mafra,BR,-26.1114,-49.8053,55.78,99,16,1.43,few clouds
498,Banfora,BF,10.6333,-4.7667,72.3,82,29,0.65,scattered clouds
499,Westport,US,41.1415,-73.3579,55.74,82,0,0.0,clear sky
500,Pavlodar,KZ,52.3,76.95,44.4,76,100,15.66,overcast clouds
501,Campoverde,PE,-8.4753,-74.8058,70.5,96,69,1.92,moderate rain
502,Curepipe,MU,-20.3147,57.5203,67.48,73,51,11.74,light rain
503,Derzhavinsk,KZ,51.1,66.3167,46.76,60,56,10.85,broken clouds
504,Port Blair,IN,11.6667,92.75,78.84,89,75,8.05,broken clouds
505,Stephenville Crossing,CA,48.5,-58.4318,55.53,76,100,13.8,overcast clouds
506,Pisco,PE,-13.7,-76.2167,59.05,88,4,9.22,clear sky
507,Bozoum,CF,6.3193,16.3799,70.12,94,99,0.83,overcast clouds
508,Kingseat,GB,56.0974,-3.4084,51.48,89,40,5.75,scattered clouds
509,Kutum,SD,14.2,24.6667,73.94,21,51,15.55,broken clouds
510,Harer,ET,9.3094,42.1258,68.58,48,14,2.86,few clouds
511,Kautokeino,NO,69.0125,23.0412,35.98,85,100,4.59,overcast clouds
512,Canto Do Buriti,BR,-8.11,-42.9444,77.56,44,0,11.32,clear sky
513,Sarh,TD,9.1429,18.3923,73.31,88,0,5.75,clear sky
514,Juba,SS,4.8517,31.5825,74.73,79,100,3.85,overcast clouds
515,Sovetskaya,RU,44.7769,41.1722,53.06,82,100,14.03,overcast clouds
516,Ewo,CG,-0.8725,14.8206,73.62,89,98,3.06,overcast clouds
517,Flores Da Cunha,BR,-29.0289,-51.1817,58.66,100,36,1.77,scattered clouds
518,Alta Floresta,BR,-9.8756,-56.0861,71.1,85,90,3.53,overcast clouds
519,Camp Springs,US,38.804,-76.9066,59.88,94,100,9.22,overcast clouds
520,Stornoway,GB,58.2093,-6.3865,46.36,87,75,23.02,broken clouds
521,Picayune,US,30.5255,-89.6795,70.79,82,38,0.47,scattered clouds
522,Kahta,TR,37.7855,38.6237,69.17,49,40,3.44,scattered clouds
523,Kardla,EE,58.9978,22.7492,52.05,76,40,10.36,scattered clouds
524,Edd,ER,13.9297,41.6925,92.07,42,5,15.14,clear sky
525,Stokmarknes,NO,68.5646,14.9108,44.56,93,75,2.3,moderate rain
526,Paracuru,BR,-3.41,-39.0306,80.11,80,30,16.6,scattered clouds
527,Kourou,GF,5.1552,-52.6478,73.45,89,88,4.21,overcast clouds
528,Lusambo,CD,-4.9667,23.45,72.59,79,85,2.42,overcast clouds
529,Illapel,CL,-31.6308,-71.1653,55.29,87,59,0.78,broken clouds
530,San Carlos De Bariloche,AR,-41.1456,-71.3082,56.44,57,40,4.0,scattered clouds
531,Kurchum,KZ,48.5722,83.6542,48.61,86,100,3.83,overcast clouds
532,Trelew,AR,-43.249,-65.3051,46.47,87,94,5.41,overcast clouds
533,Riyadh,SA,24.6877,46.7219,77.14,14,5,8.03,clear sky
534,Escanaba,US,45.7453,-87.0646,39.51,99,100,5.75,light rain
535,Rudnichnyy,RU,59.617,52.4703,42.33,85,59,8.7,broken clouds
536,Chimbote,PE,-9.0853,-78.5783,59.61,90,72,5.53,broken clouds
537,Yar-Sale,RU,66.8333,70.8333,37.96,92,100,3.65,overcast clouds
538,Kasur,PK,31.1156,74.4467,86.11,16,0,4.52,clear sky
539,Margate,GB,51.3813,1.3862,62.31,92,93,3.0,overcast clouds
540,Barra Patuca,HN,15.8,-84.2833,78.55,85,50,6.51,scattered clouds
541,Bafoulabe,ML,13.8065,-10.8321,76.05,68,68,3.44,broken clouds
542,Mapiripan,CO,2.8892,-72.1256,69.3,95,80,3.36,broken clouds
543,Syracuse,IT,37.0881,15.2792,56.79,76,0,2.86,clear sky
544,Destin,US,30.3935,-86.4958,78.8,91,0,0.0,clear sky
545,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,76.93,83,0,0.0,clear sky
546,Kuytun,RU,54.3419,101.5036,43.36,41,13,10.45,few clouds
547,Karaton,ID,-6.3424,106.1045,83.73,68,100,0.45,overcast clouds
548,Thinadhoo,MV,0.5333,72.9333,81.19,69,100,12.08,overcast clouds
549,Milledgeville,US,33.0801,-83.2321,67.1,78,0,0.0,clear sky
550,Muskegon,US,43.3,-86.1334,46.26,82,100,13.8,overcast clouds
551,Severnyy,RU,50.677,36.5532,35.64,87,21,2.24,few clouds
552,Meulaboh,ID,4.1363,96.1285,84.79,62,97,5.01,overcast clouds
553,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,78,0,8.99,clear sky
554,Maun,BW,-19.9833,23.4167,78.3,33,98,10.16,overcast clouds
555,Iquitos,PE,-3.7481,-73.2472,73.44,100,75,1.14,broken clouds
556,Ampanihy,MG,-24.7,44.75,81.52,43,0,4.0,clear sky
557,Bumba,CD,2.1833,22.4667,70.11,93,75,2.91,broken clouds
558,Muravlenko,RU,63.7898,74.523,38.66,88,100,1.88,overcast clouds
559,Richards Bay,ZA,-28.783,32.0377,74.77,59,64,10.47,broken clouds
560,Gari,RU,59.4307,62.3497,43.68,76,97,7.43,overcast clouds
561,Halifax,CA,44.6453,-63.5724,57.2,91,60,1.14,broken clouds
562,Nurota,UZ,40.5614,65.6886,70.09,30,67,11.43,broken clouds
563,Buraydah,SA,26.326,43.975,72.05,13,2,11.9,clear sky
564,Mahdalynivka,UA,48.921,34.9156,44.31,58,3,5.39,clear sky
565,Spodnja Idrija,SI,46.0319,14.0272,58.93,95,5,3.31,clear sky
566,Yining,CN,29.0361,114.5636,78.85,34,10,11.14,clear sky
567,Matara,LK,5.9485,80.5353,78.76,83,99,10.63,overcast clouds
568,Zhezkazgan,KZ,47.8043,67.7144,46.38,61,20,6.71,few clouds
569,Muros,ES,42.7762,-9.0603,59.85,93,100,7.16,overcast clouds
570,Dunmore Town,BS,25.5,-76.65,80.74,64,0,15.9,clear sky
571,Maxcanu,MX,20.5833,-89.9833,75.52,92,80,3.58,broken clouds
572,Arak,IR,34.0917,49.6892,50.76,46,17,2.3,few clouds
573,Olinda,BR,-8.0089,-34.8553,76.73,78,20,8.05,few clouds
574,Fernandina Beach,US,30.6697,-81.4626,74.98,89,0,4.61,clear sky
575,Pascagoula,US,30.3658,-88.5561,69.85,96,20,0.0,few clouds
576,Rock Sound,BS,24.9,-76.2,80.92,66,0,16.84,clear sky
577,Lamu,KE,-2.2717,40.902,80.82,75,43,10.04,light rain
578,Chiquimula,GT,14.8,-89.55,71.8,95,100,1.45,overcast clouds
579,Zdvinsk,RU,54.7021,78.661,45.3,85,100,10.07,light rain
580,Artvin,TR,41.1667,41.8333,64.44,69,59,1.3,broken clouds
581,Krasnaya Gora,RU,52.9995,31.6023,42.84,64,97,13.06,overcast clouds
582,Nantucket,US,41.2835,-70.0995,60.15,94,0,8.05,clear sky
583,Bhakkar,PK,31.6253,71.0657,89.11,12,0,3.89,clear sky
584,Uthal,PK,25.8072,66.6219,91.06,23,0,3.18,clear sky
585,Lesnoye,RU,58.2841,35.5158,46.9,86,100,11.56,overcast clouds
586,Torgelow,DE,53.6333,14.0167,57.97,79,98,6.58,overcast clouds
587,Priboj,BA,44.6028,18.9314,40.84,70,4,2.15,clear sky
588,Praia,CV,14.9215,-23.5087,75.74,83,40,13.8,scattered clouds
589,Nioro,GM,13.35,-15.75,75.36,90,89,2.91,overcast clouds
590,Lasa,IT,46.6166,10.7002,52.68,73,29,2.62,scattered clouds
591,Luanda,AO,-8.8368,13.2343,75.72,80,75,8.08,broken clouds
592,Umm Lajj,SA,25.0213,37.2685,85.75,46,77,2.48,broken clouds
593,Crotone,IT,39.0851,17.1178,61.2,65,12,7.02,few clouds
594,Sambava,MG,-14.2667,50.1667,75.45,59,7,9.98,clear sky
595,Zaraza,VE,9.3503,-65.3245,73.92,93,98,2.35,overcast clouds
596,Bodden Town,KY,19.2833,-81.25,81.93,84,2,7.49,clear sky
597,Sayyan,YE,15.1718,44.3244,59.88,32,1,8.05,clear sky
598,Albany,US,42.6001,-73.9662,43.54,86,45,2.73,scattered clouds
599,Ancud,CL,-41.8697,-73.8203,48.67,93,86,4.32,overcast clouds
600,Jedrzejow,PL,50.6394,20.3045,50.36,78,21,6.13,few clouds
601,Pimenta Bueno,BR,-11.6725,-61.1936,70.07,96,89,1.9,overcast clouds
602,Pskov,RU,57.8136,28.3496,49.91,87,40,11.18,scattered clouds
603,Tazovskiy,RU,67.4667,78.7,35.4,97,100,7.11,light rain
604,Ajdabiya,LY,30.7554,20.2263,66.87,65,1,7.87,clear sky
605,De Aar,ZA,-30.6497,24.0123,66.65,54,91,8.95,overcast clouds
606,Kindu,CD,-2.95,25.95,72.41,81,100,2.55,overcast clouds
607,Liptovsky Hradok,SK,49.0396,19.7234,54.99,80,16,3.78,few clouds
608,Araouane,ML,18.9048,-3.5265,82.35,10,79,10.07,broken clouds
609,Idlib,SY,35.9306,36.6339,73.2,38,36,5.35,scattered clouds
610,Matam,SN,15.6175,-13.3303,84.43,56,63,7.63,broken clouds
611,Harper,LR,4.375,-7.7169,75.76,86,77,2.57,broken clouds
612,Machico,PT,32.7,-16.7667,70.72,76,20,8.05,few clouds
613,San Jose,US,37.3394,-121.895,60.04,78,20,1.01,few clouds
614,Dakar,SN,14.6937,-17.4441,79.68,72,43,12.28,scattered clouds
615,Suoyarvi,RU,62.0833,32.35,47.5,81,100,14.34,overcast clouds
616,Pyaozerskiy,RU,65.8333,31.1667,43.75,80,83,6.08,broken clouds
617,Meridian,US,43.6121,-116.3915,60.71,56,0,4.61,clear sky
618,Rameswaram,IN,9.2833,79.3,81.7,79,72,20.27,broken clouds
619,Hareid,NO,62.3714,6.0263,50.54,88,65,4.0,broken clouds
620,Kissidougou,GN,9.1848,-10.0999,67.17,99,100,1.1,overcast clouds
621,Pitimbu,BR,-7.4706,-34.8086,73.99,82,80,10.16,broken clouds
622,Estelle,US,29.8458,-90.1067,75.2,86,0,3.44,clear sky
623,Buenos Aires,AR,-34.6132,-58.3772,58.98,81,40,21.85,scattered clouds
624,Marfino,RU,55.7028,37.3822,43.16,70,0,11.18,clear sky
625,Lerwick,GB,60.1545,-1.1494,50.0,74,66,12.24,broken clouds
626,Kambove,CD,-10.8764,26.5969,73.89,49,23,2.82,few clouds
627,Penzance,GB,50.1186,-5.5371,57.88,78,99,18.16,overcast clouds
628,Bonthe,SL,7.5264,-12.505,74.59,92,96,4.63,moderate rain
629,Paidha,UG,2.4167,30.9855,62.74,92,100,4.76,overcast clouds
630,San Pedro,PH,14.35,121.0167,83.43,81,100,12.66,light intensity shower rain
631,Tukrah,LY,32.5341,20.5791,70.23,62,53,21.03,broken clouds
632,Semey,KZ,50.4111,80.2275,53.82,54,0,17.9,clear sky
633,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.56,93,100,9.22,overcast clouds
634,Inirida,CO,3.8653,-67.9239,70.25,97,92,2.08,overcast clouds
635,Merritt Island,US,28.5392,-80.672,78.1,80,26,7.34,scattered clouds
636,Benoy,TD,8.9833,16.3199,73.9,84,98,4.32,overcast clouds
637,Chapais,CA,49.7834,-74.8492,40.78,93,78,4.99,broken clouds
638,Kuntaur,GM,13.6667,-14.8833,76.37,86,88,3.85,overcast clouds
639,Waynesboro,US,38.0685,-78.8895,54.88,97,40,2.13,scattered clouds
640,Kinshasa,CD,-4.3246,15.3215,79.12,78,40,6.91,light rain
641,Iskitim,RU,54.6366,83.3045,48.38,79,99,15.64,light rain
642,Nexo,DK,55.0607,15.1306,46.49,81,100,5.84,overcast clouds
643,Santa Marta,CO,11.2408,-74.199,81.9,81,20,4.61,few clouds
644,Camana,PE,-16.6228,-72.7111,61.39,85,32,8.16,scattered clouds
645,Lohja,FI,60.2486,24.0653,49.57,100,86,11.97,overcast clouds
646,Sept-Iles,CA,50.2001,-66.3821,48.72,97,100,1.14,mist
647,Capim Grosso,BR,-11.3811,-40.0128,63.84,91,0,4.23,clear sky
648,Sistranda,NO,63.7256,8.834,46.36,84,100,17.34,overcast clouds
649,Maceio,BR,-9.6658,-35.7353,72.84,94,40,2.3,scattered clouds
650,Les Escoumins,CA,48.1111,-69.0236,38.55,72,100,1.07,overcast clouds
651,Miraflores,MX,19.2167,-98.8083,65.03,80,77,1.48,light rain
652,Wagrowiec,PL,52.8084,17.1996,55.81,91,90,6.51,overcast clouds
653,Serramanna,IT,39.4244,8.9244,65.62,88,0,4.61,clear sky
654,Viseu,PT,40.661,-7.9097,58.86,92,95,2.21,overcast clouds
655,Aksu,CN,41.1231,80.2644,66.76,14,8,1.74,clear sky
656,Menongue,AO,-14.6585,17.691,65.73,75,100,1.79,overcast clouds
657,Mweka,CD,-4.85,21.5667,71.2,87,94,1.54,overcast clouds
658,Antalaha,MG,-14.9003,50.2788,77.25,52,0,7.36,clear sky
659,Libourne,FR,44.9167,-0.25,66.7,87,100,4.7,overcast clouds
660,Saint Anthony,US,45.0205,-93.218,35.49,54,75,16.11,broken clouds
661,Georgiyevka,KZ,43.0369,74.7114,60.84,31,0,2.24,clear sky
662,Zhashkiv,UA,49.2454,30.1102,42.03,55,12,6.26,few clouds
663,Puerto Ayacucho,VE,5.6639,-67.6236,73.04,95,99,3.74,overcast clouds
664,Nitchidorf,RO,45.5833,21.5333,47.55,64,9,4.25,light rain
665,Dudinka,RU,69.4058,86.1778,27.63,96,100,10.22,light snow
666,Mugla,TR,37.2303,28.3557,54.39,74,20,8.21,few clouds
667,Forio,IT,40.7342,13.8646,64.13,61,0,4.16,clear sky
668,Aras,ES,42.5617,-2.356,61.21,88,20,8.05,few clouds
669,Santiago Del Estero,AR,-27.7951,-64.2615,71.67,44,100,9.53,light rain
670,Kilindoni,TZ,-7.9139,39.6668,77.32,72,75,8.99,broken clouds
671,Opuwo,NA,-18.0607,13.84,68.18,55,4,1.92,clear sky
672,Mahanoro,MG,-19.9,48.8,76.28,58,3,4.18,clear sky
673,Kulhudhuffushi,MV,6.6221,73.07,80.11,84,100,20.92,light rain
674,Dona Ines,BR,-6.6167,-35.6333,65.21,96,82,8.23,broken clouds
675,Ilo,PE,-17.6394,-71.3375,60.85,82,29,7.36,scattered clouds
676,Cauquenes,CL,-35.9671,-72.3225,48.76,81,99,2.89,overcast clouds
677,Bam,IR,29.106,58.357,83.57,9,0,11.59,clear sky
678,Lurgan,GB,54.4608,-6.3294,54.84,79,50,21.99,scattered clouds
679,Dvinskoy,RU,62.1535,45.1175,43.48,91,98,9.08,overcast clouds
680,Sechura,PE,-5.5569,-80.8222,60.94,87,29,7.61,scattered clouds
681,Malanje,AO,-9.5402,16.341,66.96,81,22,5.82,few clouds
682,Kwekwe,ZW,-18.9281,29.8149,74.07,40,37,10.04,scattered clouds
683,Sinazongwe,ZM,-17.2614,27.4618,82.51,42,36,17.2,scattered clouds
684,Sal Rei,CV,16.1833,-22.9167,76.86,73,78,11.39,broken clouds
685,Sandwick,GB,60.0,-1.25,49.82,76,20,6.91,few clouds
686,Pangody,RU,65.85,74.4859,37.8,94,100,4.5,overcast clouds
687,Mgandu,TZ,-5.95,34.1333,70.59,50,72,10.51,broken clouds
688,Karasburg,NA,-28.0167,18.75,66.56,43,92,6.82,overcast clouds
689,Selfoss,IS,63.9331,-20.9971,32.04,71,29,8.72,scattered clouds
690,Pedernales,DO,18.0384,-71.744,79.27,76,6,3.04,light rain
691,Perigueux,FR,45.1833,0.7167,66.99,85,88,6.17,overcast clouds
692,Dharchula,IN,29.85,80.5333,75.43,43,0,5.77,clear sky
693,Znamenskoye,RU,57.1281,73.8282,40.37,91,100,9.4,moderate rain
694,Neka,IR,36.6508,53.299,72.91,78,75,2.3,broken clouds
695,Bichena,ET,10.45,38.2,57.97,57,3,4.27,clear sky
696,Evanston,US,42.0411,-87.6901,43.36,73,75,16.11,broken clouds
697,Vesele,UA,47.0148,34.915,49.71,54,0,10.38,clear sky
698,Colares,PT,38.7992,-9.4469,67.33,90,54,11.99,broken clouds
699,Chingirlau,KZ,51.095,54.0814,46.24,60,14,5.84,few clouds
700,Tafalla,ES,42.5269,-1.6745,64.4,71,98,19.91,moderate rain
701,Dalkola,IN,25.85,87.85,84.85,57,1,6.87,clear sky
702,Acarau,BR,-2.8856,-40.12,78.03,81,27,17.56,scattered clouds
703,Sanok,PL,49.5557,22.2056,52.43,100,17,5.12,few clouds
